timestamp,symbol,timeframe,top20_bid_sum,top20_ask_sum,obi_top20,spread,current_price
2026-08-14 08:20:55,SUIUSDT,15m,154505.8,130715.7,0.083409,0.0001,0.6745
2026-08-14 08:24:52,ETHUSDT,15m,68.6589,22.0052,0.514577,0.01,1874.62
2026-08-14 08:28:02,SUIUSDT,15m,148945.6,143517.2,0.018561,0.0001,0.6744
2026-08-14 08:28:09,TRXUSDT,15m,5405327.0,4258220.5,0.118704,0.0001,0.3329
2026-08-14 08:28:14,BTCUSDT,15m,9.1268,5.5666,0.242295,0.01,62762.0
2026-08-14 08:28:16,ETHUSDT,15m,44.7973,64.2119,-0.178101,0.01,1874.48
2026-08-14 08:28:20,BNBUSDT,15m,124.873,152.929,-0.100993,0.01,605.01
2026-08-14 08:28:24,ETHUSDT,15m,100.5656,50.2023,0.334045,0.01,1874.62
2026-08-14 08:33:22,BNBUSDT,15m,145.535,160.983,-0.050398,0.01,605.09
2026-08-14 08:33:25,ETHUSDT,15m,65.2673,66.7548,-0.011267,0.01,1874.47
2026-08-14 08:33:27,SOLUSDT,15m,15912.468,11344.657,0.167582,0.01,75.49
2026-08-14 08:34:14,BTCUSDT,15m,11.5676,0.1456,0.975141,0.01,62871.62
2026-08-14 08:34:17,ETHUSDT,15m,56.1173,44.092,0.120002,0.01,1877.22
2026-08-14 08:34:24,BTCUSDT,15m,6.4575,9.5415,-0.192762,0.01,62871.62
2026-08-14 08:34:27,ETHUSDT,15m,56.6137,107.9559,-0.311979,0.01,1877.22
2026-08-14 08:34:32,SOLUSDT,15m,15424.985,11113.678,0.162454,0.01,75.49
2026-08-14 08:34:39,XRPUSDT,15m,895179.1,757175.0,0.08352,0.0001,1.0062
2026-08-14 08:34:45,XRPUSDT,1m,898199.2,758842.2,0.0841,0.0001,1.0062
2026-08-14 08:34:50,XRPUSDT,10m,845484.5,746607.6,0.062105,0.0001,1.0063
